region,fishery.id,fishery,length,freq
3,21,PL.ALL.3,146,1
3,21,PL.ALL.3,148,0
3,21,PL.ALL.3,150,0
3,21,PL.ALL.3,152,0
3,21,PL.ALL.3,154,0
3,21,PL.ALL.3,156,0
3,21,PL.ALL.3,158,0
3,21,PL.ALL.3,160,0
3,21,PL.ALL.3,162,0
3,21,PL.ALL.3,164,0
3,21,PL.ALL.3,166,0
3,21,PL.ALL.3,168,0
3,21,PL.ALL.3,170,0
3,21,PL.ALL.3,172,0
3,21,PL.ALL.3,174,0
3,21,PL.ALL.3,176,0
3,21,PL.ALL.3,178,0
3,21,PL.ALL.3,180,0
3,21,PL.ALL.3,182,0
3,21,PL.ALL.3,184,0
3,21,PL.ALL.3,186,0
3,21,PL.ALL.3,188,0
3,21,PL.ALL.3,190,0
3,21,PL.ALL.3,192,0
3,21,PL.ALL.3,194,0
3,21,PL.ALL.3,196,0
3,21,PL.ALL.3,198,0
3,13,PS.ASSOC.3,10,0
3,13,PS.ASSOC.3,12,0
3,13,PS.ASSOC.3,14,0
3,13,PS.ASSOC.3,16,0
3,13,PS.ASSOC.3,18,0
3,13,PS.ASSOC.3,20,176.379127229369
3,13,PS.ASSOC.3,22,289.799556570636
3,13,PS.ASSOC.3,24,703.484342239219
3,13,PS.ASSOC.3,26,2737.60514294513
3,13,PS.ASSOC.3,28,2973.43922694822
3,13,PS.ASSOC.3,30,4387.83633636967
3,13,PS.ASSOC.3,32,4422.09703402244
3,13,PS.ASSOC.3,34,4901.93977371534
3,13,PS.ASSOC.3,36,6001.03995608936
3,13,PS.ASSOC.3,38,7766.93054686874
3,13,PS.ASSOC.3,40,9158.17376268119
3,13,PS.ASSOC.3,42,11269.293985064
3,13,PS.ASSOC.3,44,14230.0049430939
3,13,PS.ASSOC.3,46,16118.913516877
3,13,PS.ASSOC.3,48,17692.6808089735
3,13,PS.ASSOC.3,50,15416.9746970119
3,13,PS.ASSOC.3,52,13590.0554481846
3,13,PS.ASSOC.3,54,11815.1527756022
3,13,PS.ASSOC.3,56,10999.2739375841
3,13,PS.ASSOC.3,58,10477.8321231835
3,13,PS.ASSOC.3,60,8466.70214046157
3,13,PS.ASSOC.3,62,7263.5590658559
3,13,PS.ASSOC.3,64,5915.8104513201
3,13,PS.ASSOC.3,66,4690.65688400504
3,13,PS.ASSOC.3,68,4961.45486684013
3,13,PS.ASSOC.3,70,4251.68468041658
3,13,PS.ASSOC.3,72,3960.26448705512
3,13,PS.ASSOC.3,74,3403.88767807925
3,13,PS.ASSOC.3,76,3068.19692839212
3,13,PS.ASSOC.3,78,3254.6910242971
3,13,PS.ASSOC.3,80,2977.03317994866
3,13,PS.ASSOC.3,82,2696.06687432018
3,13,PS.ASSOC.3,84,2433.76719540666
3,13,PS.ASSOC.3,86,2349.7092890605
3,13,PS.ASSOC.3,88,2058.43291445249
3,13,PS.ASSOC.3,90,1935.62582792776
3,13,PS.ASSOC.3,92,1899.6495730762
3,13,PS.ASSOC.3,94,1718.51513609952
3,13,PS.ASSOC.3,96,1802.85695169167
3,13,PS.ASSOC.3,98,1699.18800313073
3,13,PS.ASSOC.3,100,1595.86358675078
3,13,PS.ASSOC.3,102,1485.67581086609
3,13,PS.ASSOC.3,104,1125.9129306588
3,13,PS.ASSOC.3,106,1126.15546453784
3,13,PS.ASSOC.3,108,1088.32881614587
3,13,PS.ASSOC.3,110,955.253225978889
3,13,PS.ASSOC.3,112,918.741151018135
3,13,PS.ASSOC.3,114,695.676792222944
3,13,PS.ASSOC.3,116,529.978780718052
3,13,PS.ASSOC.3,118,512.786887109873
3,13,PS.ASSOC.3,120,471.875308506692
3,13,PS.ASSOC.3,122,252.11467002878
3,13,PS.ASSOC.3,124,220.624680198566
3,13,PS.ASSOC.3,126,168.392376158919
3,13,PS.ASSOC.3,128,164.977299331544
3,13,PS.ASSOC.3,130,141.012600646678
3,13,PS.ASSOC.3,132,86.5248414770824
3,13,PS.ASSOC.3,134,53.1966343625246
3,13,PS.ASSOC.3,136,53.434634736893
3,13,PS.ASSOC.3,138,28.7416939593251
3,13,PS.ASSOC.3,140,31.751403480079
3,13,PS.ASSOC.3,142,18.5189412848002
3,13,PS.ASSOC.3,144,11.1221254050774
3,13,PS.ASSOC.3,146,7.94082529773254
3,13,PS.ASSOC.3,148,4.16793592734994
3,13,PS.ASSOC.3,150,6.74170193683858
3,13,PS.ASSOC.3,152,2.19323861420508
3,13,PS.ASSOC.3,154,0.306331259599595
3,13,PS.ASSOC.3,156,1.44886624556174
3,13,PS.ASSOC.3,158,0.967928256745228
3,13,PS.ASSOC.3,160,5.2367818228782
3,13,PS.ASSOC.3,162,1.05001080421742
3,13,PS.ASSOC.3,164,3.58129519893477
3,13,PS.ASSOC.3,166,0.743183706216725
3,13,PS.ASSOC.3,168,0
3,13,PS.ASSOC.3,170,1.08995115720108
3,13,PS.ASSOC.3,172,0
3,13,PS.ASSOC.3,174,0
3,13,PS.ASSOC.3,176,0
3,13,PS.ASSOC.3,178,0
3,13,PS.ASSOC.3,180,0
3,13,PS.ASSOC.3,182,0.253332811524669
3,13,PS.ASSOC.3,184,0
3,13,PS.ASSOC.3,186,0.125887926697804
3,13,PS.ASSOC.3,188,0
3,13,PS.ASSOC.3,190,0.215002967572193
3,13,PS.ASSOC.3,192,0
3,13,PS.ASSOC.3,194,0.125887926697804
3,13,PS.ASSOC.3,196,0.0360901444653089
3,13,PS.ASSOC.3,198,0.128551876922551
3,14,PS.UNASSOC.3,10,0
3,14,PS.UNASSOC.3,12,0
3,14,PS.UNASSOC.3,14,0
3,14,PS.UNASSOC.3,16,0
3,14,PS.UNASSOC.3,18,0
3,14,PS.UNASSOC.3,20,42.2545922762437
3,14,PS.UNASSOC.3,22,41.0264102806939
3,14,PS.UNASSOC.3,24,105.955376954822
3,14,PS.UNASSOC.3,26,288.264933826864
3,14,PS.UNASSOC.3,28,205.436300880869
3,14,PS.UNASSOC.3,30,241.999425414558
3,14,PS.UNASSOC.3,32,215.969707540707
3,14,PS.UNASSOC.3,34,366.176906708299
3,14,PS.UNASSOC.3,36,570.383233455496
3,14,PS.UNASSOC.3,38,954.728216598789
3,14,PS.UNASSOC.3,40,1097.66726506155
3,14,PS.UNASSOC.3,42,1781.59662021865
3,14,PS.UNASSOC.3,44,2094.38726210472
3,14,PS.UNASSOC.3,46,2421.57381112473
3,14,PS.UNASSOC.3,48,3437.44177274923
3,14,PS.UNASSOC.3,50,3096.50181297929
3,14,PS.UNASSOC.3,52,3135.83366323973
3,14,PS.UNASSOC.3,54,3283.9801910802
3,14,PS.UNASSOC.3,56,3481.29807063643
3,14,PS.UNASSOC.3,58,3785.90676575971
3,14,PS.UNASSOC.3,60,3619.75728866407
3,14,PS.UNASSOC.3,62,3864.88872190586
3,14,PS.UNASSOC.3,64,3926.22399455164
3,14,PS.UNASSOC.3,66,3233.21088303765
3,14,PS.UNASSOC.3,68,3895.41528700305
3,14,PS.UNASSOC.3,70,3570.72175134123
3,14,PS.UNASSOC.3,72,3465.86513718437
3,14,PS.UNASSOC.3,74,3137.29248262915
3,14,PS.UNASSOC.3,76,2776.82787470233
3,14,PS.UNASSOC.3,78,3202.13862260023
3,14,PS.UNASSOC.3,80,2791.29923547211
3,14,PS.UNASSOC.3,82,2342.2716804216
3,14,PS.UNASSOC.3,84,2493.17930897858
3,14,PS.UNASSOC.3,86,2321.33024190784
3,14,PS.UNASSOC.3,88,2264.03484417533
3,14,PS.UNASSOC.3,90,2419.0136146922
3,14,PS.UNASSOC.3,92,2327.00311358862
3,14,PS.UNASSOC.3,94,2197.35159565
3,14,PS.UNASSOC.3,96,2422.16214815575
3,14,PS.UNASSOC.3,98,2440.32396996331
3,14,PS.UNASSOC.3,100,2688.28396246511
3,14,PS.UNASSOC.3,102,2589.03547249795
3,14,PS.UNASSOC.3,104,2568.24138990429
3,14,PS.UNASSOC.3,106,2658.75537988108
3,14,PS.UNASSOC.3,108,2708.64677921697
3,14,PS.UNASSOC.3,110,2819.59863342448
3,14,PS.UNASSOC.3,112,2846.81125347453
3,14,PS.UNASSOC.3,114,2672.90846063151
3,14,PS.UNASSOC.3,116,2454.76304154242
3,14,PS.UNASSOC.3,118,2474.74997446991
3,14,PS.UNASSOC.3,120,2860.67795637372
3,14,PS.UNASSOC.3,122,1794.0657018302
3,14,PS.UNASSOC.3,124,1872.95554621806
3,14,PS.UNASSOC.3,126,1724.75107971587
3,14,PS.UNASSOC.3,128,1491.89847305989
3,14,PS.UNASSOC.3,130,1453.27937985414
3,14,PS.UNASSOC.3,132,978.310805661642
3,14,PS.UNASSOC.3,134,834.833266202219
3,14,PS.UNASSOC.3,136,607.636474700314
3,14,PS.UNASSOC.3,138,404.470935640143
3,14,PS.UNASSOC.3,140,346.915638307802
3,14,PS.UNASSOC.3,142,202.897997857288
3,14,PS.UNASSOC.3,144,149.856224516617
3,14,PS.UNASSOC.3,146,81.4735485682559
3,14,PS.UNASSOC.3,148,74.8299917035001
3,14,PS.UNASSOC.3,150,75.0064646792089
3,14,PS.UNASSOC.3,152,23.716862125809
3,14,PS.UNASSOC.3,154,13.5753206536549
3,14,PS.UNASSOC.3,156,5.71723187128077
3,14,PS.UNASSOC.3,158,6.63588912944173
3,14,PS.UNASSOC.3,160,5.24277126781177
3,14,PS.UNASSOC.3,162,1.91052289942041
3,14,PS.UNASSOC.3,164,5.51623596759386
3,14,PS.UNASSOC.3,166,0.705408484588298
3,14,PS.UNASSOC.3,168,0.957356259246789
3,14,PS.UNASSOC.3,170,0.900357354526073
3,14,PS.UNASSOC.3,172,1.25089915369499
3,14,PS.UNASSOC.3,174,0.986556357955619
3,14,PS.UNASSOC.3,176,0.850683632153533
3,14,PS.UNASSOC.3,178,0.292310012573921
3,14,PS.UNASSOC.3,180,0.707041501382443
3,14,PS.UNASSOC.3,182,0.16303654124395
3,14,PS.UNASSOC.3,184,0
3,14,PS.UNASSOC.3,186,0
3,14,PS.UNASSOC.3,188,0.239484054763061
3,14,PS.UNASSOC.3,190,0
3,14,PS.UNASSOC.3,192,0
3,14,PS.UNASSOC.3,194,0.145157844814731
3,14,PS.UNASSOC.3,196,0.0342692461976073
3,14,PS.UNASSOC.3,198,1.50830303497858
4,9,LL.ALL.4,10,0
4,9,LL.ALL.4,12,0
4,9,LL.ALL.4,14,0
4,9,LL.ALL.4,16,0
4,9,LL.ALL.4,18,0
4,9,LL.ALL.4,20,0
4,9,LL.ALL.4,22,0
4,9,LL.ALL.4,24,0
4,9,LL.ALL.4,26,0.014
4,9,LL.ALL.4,28,0
4,9,LL.ALL.4,30,0.002
4,9,LL.ALL.4,32,0.042
4,9,LL.ALL.4,34,0
4,9,LL.ALL.4,36,0
4,9,LL.ALL.4,38,0.005
4,9,LL.ALL.4,40,0.022
4,9,LL.ALL.4,42,0.074
4,9,LL.ALL.4,44,1.004
4,9,LL.ALL.4,46,1.023
4,9,LL.ALL.4,48,0.223
4,9,LL.ALL.4,50,0.544
4,9,LL.ALL.4,52,0.502
4,9,LL.ALL.4,54,0.48
4,9,LL.ALL.4,56,2.003
4,9,LL.ALL.4,58,1.874
4,9,LL.ALL.4,60,4.588
4,9,LL.ALL.4,62,7.866
4,9,LL.ALL.4,64,8.732
4,9,LL.ALL.4,66,12.736
4,9,LL.ALL.4,68,17.119
4,9,LL.ALL.4,70,18.317
4,9,LL.ALL.4,72,24.392
4,9,LL.ALL.4,74,18.396
4,9,LL.ALL.4,76,26.802
4,9,LL.ALL.4,78,43.576
4,9,LL.ALL.4,80,39.667
4,9,LL.ALL.4,82,40.651
4,9,LL.ALL.4,84,39.803
4,9,LL.ALL.4,86,49.141
4,9,LL.ALL.4,88,69.683
4,9,LL.ALL.4,90,72.567
4,9,LL.ALL.4,92,88.1
4,9,LL.ALL.4,94,75.039
4,9,LL.ALL.4,96,94
4,9,LL.ALL.4,98,124.363
4,9,LL.ALL.4,100,112.539
4,9,LL.ALL.4,102,125.439
4,9,LL.ALL.4,104,119.999
4,9,LL.ALL.4,106,143.091
4,9,LL.ALL.4,108,213.196
4,9,LL.ALL.4,110,229.836
4,9,LL.ALL.4,112,296.488
4,9,LL.ALL.4,114,313.629
4,9,LL.ALL.4,116,312.915
4,9,LL.ALL.4,118,391.739
4,9,LL.ALL.4,120,392.135
4,9,LL.ALL.4,122,401.356
4,9,LL.ALL.4,124,359.622
4,9,LL.ALL.4,126,304.809
4,9,LL.ALL.4,128,334.15
4,9,LL.ALL.4,130,242.785
4,9,LL.ALL.4,132,198.733
4,9,LL.ALL.4,134,150.875
4,9,LL.ALL.4,136,124.893
4,9,LL.ALL.4,138,118.645
4,9,LL.ALL.4,140,93.376
4,9,LL.ALL.4,142,58.997
4,9,LL.ALL.4,144,38.709
4,9,LL.ALL.4,146,24.434
4,9,LL.ALL.4,148,26.635
4,9,LL.ALL.4,150,10.717
4,9,LL.ALL.4,152,5.329
4,9,LL.ALL.4,154,4.391
4,9,LL.ALL.4,156,4.36
4,9,LL.ALL.4,158,2.145
4,9,LL.ALL.4,160,1.18
4,9,LL.ALL.4,162,2.781
4,9,LL.ALL.4,164,0.154
4,9,LL.ALL.4,166,0.409
4,9,LL.ALL.4,168,0.084
4,9,LL.ALL.4,170,0.211
4,9,LL.ALL.4,172,0.005
4,9,LL.ALL.4,174,0
4,9,LL.ALL.4,176,0.033
4,9,LL.ALL.4,178,0.027
4,9,LL.ALL.4,180,0.288
4,9,LL.ALL.4,182,0
4,9,LL.ALL.4,184,0
4,9,LL.ALL.4,186,0
4,9,LL.ALL.4,188,0
4,9,LL.ALL.4,190,0
4,9,LL.ALL.4,192,0
4,9,LL.ALL.4,194,0
4,9,LL.ALL.4,196,0
4,9,LL.ALL.4,198,0
4,15,PS.ASSOC.4,10,0
4,15,PS.ASSOC.4,12,0
4,15,PS.ASSOC.4,14,0
4,15,PS.ASSOC.4,16,0
4,15,PS.ASSOC.4,18,0
4,15,PS.ASSOC.4,20,115.752032170421
4,15,PS.ASSOC.4,22,243.539467568466
4,15,PS.ASSOC.4,24,576.184332735394
4,15,PS.ASSOC.4,26,1048.07821577316
4,15,PS.ASSOC.4,28,1223.02913108524
4,15,PS.ASSOC.4,30,1410.64118818158
4,15,PS.ASSOC.4,32,1849.09107808524
4,15,PS.ASSOC.4,34,2929.42573619648
4,15,PS.ASSOC.4,36,3752.9221295531
4,15,PS.ASSOC.4,38,4788.70881398966
4,15,PS.ASSOC.4,40,7336.57158010573
4,15,PS.ASSOC.4,42,10084.9473863511
4,15,PS.ASSOC.4,44,13460.9424521648
4,15,PS.ASSOC.4,46,17869.7184691046
4,15,PS.ASSOC.4,48,20732.7270709522
4,15,PS.ASSOC.4,50,18245.5084022578
4,15,PS.ASSOC.4,52,15125.3869255165
4,15,PS.ASSOC.4,54,12389.4526071834
4,15,PS.ASSOC.4,56,12119.4111863187
4,15,PS.ASSOC.4,58,10496.4409793746
4,15,PS.ASSOC.4,60,8653.94600878253
4,15,PS.ASSOC.4,62,6917.30633943442
4,15,PS.ASSOC.4,64,5905.72316503827
4,15,PS.ASSOC.4,66,5269.42098358497
4,15,PS.ASSOC.4,68,5269.22658542542
4,15,PS.ASSOC.4,70,4985.77707201465
4,15,PS.ASSOC.4,72,4386.19498556204
4,15,PS.ASSOC.4,74,3800.25630872172
4,15,PS.ASSOC.4,76,3743.34667272656
4,15,PS.ASSOC.4,78,3832.70864048995
4,15,PS.ASSOC.4,80,3631.33320251121
4,15,PS.ASSOC.4,82,3359.19579053546
4,15,PS.ASSOC.4,84,3499.92787176869
4,15,PS.ASSOC.4,86,3611.36103307085
4,15,PS.ASSOC.4,88,3512.60984994815
4,15,PS.ASSOC.4,90,3453.51787574662
4,15,PS.ASSOC.4,92,3358.55711110252
4,15,PS.ASSOC.4,94,3276.08895383641
4,15,PS.ASSOC.4,96,3412.57402544777
4,15,PS.ASSOC.4,98,3704.93877343458
4,15,PS.ASSOC.4,100,3754.95269763149
4,15,PS.ASSOC.4,102,3502.63240391915
4,15,PS.ASSOC.4,104,3180.54572940801
4,15,PS.ASSOC.4,106,2967.90972745871
4,15,PS.ASSOC.4,108,2484.67422161672
4,15,PS.ASSOC.4,110,2428.46282543638
4,15,PS.ASSOC.4,112,2040.09981608573
4,15,PS.ASSOC.4,114,1617.2436686984
4,15,PS.ASSOC.4,116,1267.57899365366
4,15,PS.ASSOC.4,118,1143.2541562818
4,15,PS.ASSOC.4,120,1117.88098099442
4,15,PS.ASSOC.4,122,668.713562850381
4,15,PS.ASSOC.4,124,582.812693687157
4,15,PS.ASSOC.4,126,380.505411785546
4,15,PS.ASSOC.4,128,295.337282630708
4,15,PS.ASSOC.4,130,294.926370096735
4,15,PS.ASSOC.4,132,182.317255340978
4,15,PS.ASSOC.4,134,142.129318773192
4,15,PS.ASSOC.4,136,89.016856390626
4,15,PS.ASSOC.4,138,74.2255345712806
4,15,PS.ASSOC.4,140,68.640444061363
4,15,PS.ASSOC.4,142,44.3700591808578
4,15,PS.ASSOC.4,144,30.5671014560894
4,15,PS.ASSOC.4,146,25.8227415636569
4,15,PS.ASSOC.4,148,20.7984081078884
4,15,PS.ASSOC.4,150,8.70761123700032
4,15,PS.ASSOC.4,152,9.53629477660119
4,15,PS.ASSOC.4,154,0.879821143111935
4,15,PS.ASSOC.4,156,6.55603511807533
4,15,PS.ASSOC.4,158,2.98711725550146
4,15,PS.ASSOC.4,160,2.28500651314781
4,15,PS.ASSOC.4,162,1.00253301290414
4,15,PS.ASSOC.4,164,1.54361303695142
4,15,PS.ASSOC.4,166,0.687171833331891
4,15,PS.ASSOC.4,168,0.520004106772896
4,15,PS.ASSOC.4,170,0.555593221382339
4,15,PS.ASSOC.4,172,0.0276488414207368
4,15,PS.ASSOC.4,174,0.0276488414207368
4,15,PS.ASSOC.4,176,0.223507612979959
4,15,PS.ASSOC.4,178,0.0819473113482988
4,15,PS.ASSOC.4,180,0
4,15,PS.ASSOC.4,182,0
4,15,PS.ASSOC.4,184,0
4,15,PS.ASSOC.4,186,0.16366985325602
4,15,PS.ASSOC.4,188,0
4,15,PS.ASSOC.4,190,0.379955109351532
4,15,PS.ASSOC.4,192,0
4,15,PS.ASSOC.4,194,0.00585380057219399
4,15,PS.ASSOC.4,196,0.00585380057219399
4,15,PS.ASSOC.4,198,0.385984434495391
4,16,PS.UNASSOC.4,10,0
4,16,PS.UNASSOC.4,12,0
4,16,PS.UNASSOC.4,14,0
4,16,PS.UNASSOC.4,16,0
4,16,PS.UNASSOC.4,18,0
4,16,PS.UNASSOC.4,20,125.173041741014
4,16,PS.UNASSOC.4,22,110.241675722431
4,16,PS.UNASSOC.4,24,399.911214021188
4,16,PS.UNASSOC.4,26,290.252485960892
4,16,PS.UNASSOC.4,28,228.585205490231
4,16,PS.UNASSOC.4,30,213.278359499311
4,16,PS.UNASSOC.4,32,244.981873905403
4,16,PS.UNASSOC.4,34,236.37124031342
4,16,PS.UNASSOC.4,36,300.598552506941
4,16,PS.UNASSOC.4,38,319.998111253302
4,16,PS.UNASSOC.4,40,594.212393179567
4,16,PS.UNASSOC.4,42,1013.50559940381
4,16,PS.UNASSOC.4,44,1408.96986192829
4,16,PS.UNASSOC.4,46,1664.8289076616
4,16,PS.UNASSOC.4,48,2077.26310248187
4,16,PS.UNASSOC.4,50,2035.1399421008
4,16,PS.UNASSOC.4,52,2128.2437471004
