fishery.id,fishery,region,length,freq
13,PS.ASSOC.3,3,54,11815.1527756022
13,PS.ASSOC.3,3,56,10999.2739375841
13,PS.ASSOC.3,3,58,10477.8321231835
13,PS.ASSOC.3,3,60,8466.70214046157
13,PS.ASSOC.3,3,62,7263.5590658559
13,PS.ASSOC.3,3,64,5915.8104513201
13,PS.ASSOC.3,3,66,4690.65688400504
13,PS.ASSOC.3,3,68,4961.45486684013
13,PS.ASSOC.3,3,70,4251.68468041658
13,PS.ASSOC.3,3,72,3960.26448705512
13,PS.ASSOC.3,3,74,3403.88767807925
13,PS.ASSOC.3,3,76,3068.19692839212
13,PS.ASSOC.3,3,78,3254.6910242971
13,PS.ASSOC.3,3,80,2977.03317994866
13,PS.ASSOC.3,3,82,2696.06687432018
13,PS.ASSOC.3,3,84,2433.76719540666
13,PS.ASSOC.3,3,86,2349.7092890605
13,PS.ASSOC.3,3,88,2058.43291445249
13,PS.ASSOC.3,3,90,1935.62582792776
13,PS.ASSOC.3,3,92,1899.6495730762
13,PS.ASSOC.3,3,94,1718.51513609952
13,PS.ASSOC.3,3,96,1802.85695169167
13,PS.ASSOC.3,3,98,1699.18800313073
13,PS.ASSOC.3,3,100,1595.86358675078
13,PS.ASSOC.3,3,102,1485.67581086609
13,PS.ASSOC.3,3,104,1125.9129306588
13,PS.ASSOC.3,3,106,1126.15546453784
13,PS.ASSOC.3,3,108,1088.32881614587
13,PS.ASSOC.3,3,110,955.253225978889
13,PS.ASSOC.3,3,112,918.741151018135
13,PS.ASSOC.3,3,114,695.676792222944
13,PS.ASSOC.3,3,116,529.978780718052
13,PS.ASSOC.3,3,118,512.786887109873
13,PS.ASSOC.3,3,120,471.875308506692
13,PS.ASSOC.3,3,122,252.11467002878
13,PS.ASSOC.3,3,124,220.624680198566
13,PS.ASSOC.3,3,126,168.392376158919
13,PS.ASSOC.3,3,128,164.977299331544
13,PS.ASSOC.3,3,130,141.012600646678
13,PS.ASSOC.3,3,132,86.5248414770824
13,PS.ASSOC.3,3,134,53.1966343625246
13,PS.ASSOC.3,3,136,53.434634736893
13,PS.ASSOC.3,3,138,28.7416939593251
13,PS.ASSOC.3,3,140,31.751403480079
13,PS.ASSOC.3,3,142,18.5189412848002
13,PS.ASSOC.3,3,144,11.1221254050774
13,PS.ASSOC.3,3,146,7.94082529773254
13,PS.ASSOC.3,3,148,4.16793592734994
13,PS.ASSOC.3,3,150,6.74170193683858
13,PS.ASSOC.3,3,152,2.19323861420508
13,PS.ASSOC.3,3,154,0.306331259599595
13,PS.ASSOC.3,3,156,1.44886624556174
13,PS.ASSOC.3,3,158,0.967928256745228
13,PS.ASSOC.3,3,160,5.2367818228782
13,PS.ASSOC.3,3,162,1.05001080421742
13,PS.ASSOC.3,3,164,3.58129519893477
13,PS.ASSOC.3,3,166,0.743183706216725
13,PS.ASSOC.3,3,168,0
13,PS.ASSOC.3,3,170,1.08995115720108
13,PS.ASSOC.3,3,172,0
13,PS.ASSOC.3,3,174,0
13,PS.ASSOC.3,3,176,0
13,PS.ASSOC.3,3,178,0
13,PS.ASSOC.3,3,180,0
13,PS.ASSOC.3,3,182,0.253332811524669
13,PS.ASSOC.3,3,184,0
13,PS.ASSOC.3,3,186,0.125887926697804
13,PS.ASSOC.3,3,188,0
13,PS.ASSOC.3,3,190,0.215002967572193
13,PS.ASSOC.3,3,192,0
13,PS.ASSOC.3,3,194,0.125887926697804
13,PS.ASSOC.3,3,196,0.0360901444653089
13,PS.ASSOC.3,3,198,0.128551876922551
14,PS.UNASSOC.3,3,10,0
14,PS.UNASSOC.3,3,12,0
14,PS.UNASSOC.3,3,14,0
14,PS.UNASSOC.3,3,16,0
14,PS.UNASSOC.3,3,18,0
14,PS.UNASSOC.3,3,20,42.2545922762437
14,PS.UNASSOC.3,3,22,41.0264102806939
14,PS.UNASSOC.3,3,24,105.955376954822
14,PS.UNASSOC.3,3,26,288.264933826864
14,PS.UNASSOC.3,3,28,205.436300880869
14,PS.UNASSOC.3,3,30,241.999425414558
14,PS.UNASSOC.3,3,32,215.969707540707
14,PS.UNASSOC.3,3,34,366.176906708299
14,PS.UNASSOC.3,3,36,570.383233455496
14,PS.UNASSOC.3,3,38,954.728216598789
14,PS.UNASSOC.3,3,40,1097.66726506155
14,PS.UNASSOC.3,3,42,1781.59662021865
14,PS.UNASSOC.3,3,44,2094.38726210472
14,PS.UNASSOC.3,3,46,2421.57381112473
14,PS.UNASSOC.3,3,48,3437.44177274923
14,PS.UNASSOC.3,3,50,3096.50181297929
14,PS.UNASSOC.3,3,52,3135.83366323973
14,PS.UNASSOC.3,3,54,3283.9801910802
14,PS.UNASSOC.3,3,56,3481.29807063643
14,PS.UNASSOC.3,3,58,3785.90676575971
14,PS.UNASSOC.3,3,60,3619.75728866407
14,PS.UNASSOC.3,3,62,3864.88872190586
14,PS.UNASSOC.3,3,64,3926.22399455164
14,PS.UNASSOC.3,3,66,3233.21088303765
14,PS.UNASSOC.3,3,68,3895.41528700305
14,PS.UNASSOC.3,3,70,3570.72175134123
14,PS.UNASSOC.3,3,72,3465.86513718437
14,PS.UNASSOC.3,3,74,3137.29248262915
14,PS.UNASSOC.3,3,76,2776.82787470233
14,PS.UNASSOC.3,3,78,3202.13862260023
14,PS.UNASSOC.3,3,80,2791.29923547211
14,PS.UNASSOC.3,3,82,2342.2716804216
14,PS.UNASSOC.3,3,84,2493.17930897858
14,PS.UNASSOC.3,3,86,2321.33024190784
14,PS.UNASSOC.3,3,88,2264.03484417533
14,PS.UNASSOC.3,3,90,2419.0136146922
14,PS.UNASSOC.3,3,92,2327.00311358862
14,PS.UNASSOC.3,3,94,2197.35159565
14,PS.UNASSOC.3,3,96,2422.16214815575
14,PS.UNASSOC.3,3,98,2440.32396996331
14,PS.UNASSOC.3,3,100,2688.28396246511
14,PS.UNASSOC.3,3,102,2589.03547249795
14,PS.UNASSOC.3,3,104,2568.24138990429
14,PS.UNASSOC.3,3,106,2658.75537988108
14,PS.UNASSOC.3,3,108,2708.64677921697
14,PS.UNASSOC.3,3,110,2819.59863342448
14,PS.UNASSOC.3,3,112,2846.81125347453
14,PS.UNASSOC.3,3,114,2672.90846063151
14,PS.UNASSOC.3,3,116,2454.76304154242
14,PS.UNASSOC.3,3,118,2474.74997446991
14,PS.UNASSOC.3,3,120,2860.67795637372
14,PS.UNASSOC.3,3,122,1794.0657018302
14,PS.UNASSOC.3,3,124,1872.95554621806
14,PS.UNASSOC.3,3,126,1724.75107971587
14,PS.UNASSOC.3,3,128,1491.89847305989
14,PS.UNASSOC.3,3,130,1453.27937985414
14,PS.UNASSOC.3,3,132,978.310805661642
14,PS.UNASSOC.3,3,134,834.833266202219
14,PS.UNASSOC.3,3,136,607.636474700314
14,PS.UNASSOC.3,3,138,404.470935640143
14,PS.UNASSOC.3,3,140,346.915638307802
14,PS.UNASSOC.3,3,142,202.897997857288
14,PS.UNASSOC.3,3,144,149.856224516617
14,PS.UNASSOC.3,3,146,81.4735485682559
14,PS.UNASSOC.3,3,148,74.8299917035001
14,PS.UNASSOC.3,3,150,75.0064646792089
14,PS.UNASSOC.3,3,152,23.716862125809
14,PS.UNASSOC.3,3,154,13.5753206536549
14,PS.UNASSOC.3,3,156,5.71723187128077
14,PS.UNASSOC.3,3,158,6.63588912944173
14,PS.UNASSOC.3,3,160,5.24277126781177
14,PS.UNASSOC.3,3,162,1.91052289942041
14,PS.UNASSOC.3,3,164,5.51623596759386
14,PS.UNASSOC.3,3,166,0.705408484588298
14,PS.UNASSOC.3,3,168,0.957356259246789
14,PS.UNASSOC.3,3,170,0.900357354526073
14,PS.UNASSOC.3,3,172,1.25089915369499
14,PS.UNASSOC.3,3,174,0.986556357955619
14,PS.UNASSOC.3,3,176,0.850683632153533
14,PS.UNASSOC.3,3,178,0.292310012573921
14,PS.UNASSOC.3,3,180,0.707041501382443
14,PS.UNASSOC.3,3,182,0.16303654124395
14,PS.UNASSOC.3,3,184,0
14,PS.UNASSOC.3,3,186,0
14,PS.UNASSOC.3,3,188,0.239484054763061
14,PS.UNASSOC.3,3,190,0
14,PS.UNASSOC.3,3,192,0
14,PS.UNASSOC.3,3,194,0.145157844814731
14,PS.UNASSOC.3,3,196,0.0342692461976073
14,PS.UNASSOC.3,3,198,1.50830303497858
15,PS.ASSOC.4,4,10,0
15,PS.ASSOC.4,4,12,0
15,PS.ASSOC.4,4,14,0
15,PS.ASSOC.4,4,16,0
15,PS.ASSOC.4,4,18,0
15,PS.ASSOC.4,4,20,115.752032170421
15,PS.ASSOC.4,4,22,243.539467568466
15,PS.ASSOC.4,4,24,576.184332735394
15,PS.ASSOC.4,4,26,1048.07821577316
15,PS.ASSOC.4,4,28,1223.02913108524
15,PS.ASSOC.4,4,30,1410.64118818158
15,PS.ASSOC.4,4,32,1849.09107808524
15,PS.ASSOC.4,4,34,2929.42573619648
15,PS.ASSOC.4,4,36,3752.9221295531
15,PS.ASSOC.4,4,38,4788.70881398966
15,PS.ASSOC.4,4,40,7336.57158010573
15,PS.ASSOC.4,4,42,10084.9473863511
15,PS.ASSOC.4,4,44,13460.9424521648
15,PS.ASSOC.4,4,46,17869.7184691046
15,PS.ASSOC.4,4,48,20732.7270709522
15,PS.ASSOC.4,4,50,18245.5084022578
15,PS.ASSOC.4,4,52,15125.3869255165
15,PS.ASSOC.4,4,54,12389.4526071834
15,PS.ASSOC.4,4,56,12119.4111863187
15,PS.ASSOC.4,4,58,10496.4409793746
15,PS.ASSOC.4,4,60,8653.94600878253
15,PS.ASSOC.4,4,62,6917.30633943442
15,PS.ASSOC.4,4,64,5905.72316503827
15,PS.ASSOC.4,4,66,5269.42098358497
15,PS.ASSOC.4,4,68,5269.22658542542
15,PS.ASSOC.4,4,70,4985.77707201465
15,PS.ASSOC.4,4,72,4386.19498556204
15,PS.ASSOC.4,4,74,3800.25630872172
15,PS.ASSOC.4,4,76,3743.34667272656
15,PS.ASSOC.4,4,78,3832.70864048995
15,PS.ASSOC.4,4,80,3631.33320251121
15,PS.ASSOC.4,4,82,3359.19579053546
15,PS.ASSOC.4,4,84,3499.92787176869
15,PS.ASSOC.4,4,86,3611.36103307085
15,PS.ASSOC.4,4,88,3512.60984994815
15,PS.ASSOC.4,4,90,3453.51787574662
15,PS.ASSOC.4,4,92,3358.55711110252
15,PS.ASSOC.4,4,94,3276.08895383641
15,PS.ASSOC.4,4,96,3412.57402544777
15,PS.ASSOC.4,4,98,3704.93877343458
15,PS.ASSOC.4,4,100,3754.95269763149
15,PS.ASSOC.4,4,102,3502.63240391915
15,PS.ASSOC.4,4,104,3180.54572940801
15,PS.ASSOC.4,4,106,2967.90972745871
15,PS.ASSOC.4,4,108,2484.67422161672
15,PS.ASSOC.4,4,110,2428.46282543638
15,PS.ASSOC.4,4,112,2040.09981608573
15,PS.ASSOC.4,4,114,1617.2436686984
15,PS.ASSOC.4,4,116,1267.57899365366
15,PS.ASSOC.4,4,118,1143.2541562818
15,PS.ASSOC.4,4,120,1117.88098099442
15,PS.ASSOC.4,4,122,668.713562850381
15,PS.ASSOC.4,4,124,582.812693687157
15,PS.ASSOC.4,4,126,380.505411785546
15,PS.ASSOC.4,4,128,295.337282630708
15,PS.ASSOC.4,4,130,294.926370096735
15,PS.ASSOC.4,4,132,182.317255340978
15,PS.ASSOC.4,4,134,142.129318773192
15,PS.ASSOC.4,4,136,89.016856390626
15,PS.ASSOC.4,4,138,74.2255345712806
15,PS.ASSOC.4,4,140,68.640444061363
15,PS.ASSOC.4,4,142,44.3700591808578
15,PS.ASSOC.4,4,144,30.5671014560894
15,PS.ASSOC.4,4,146,25.8227415636569
15,PS.ASSOC.4,4,148,20.7984081078884
15,PS.ASSOC.4,4,150,8.70761123700032
15,PS.ASSOC.4,4,152,9.53629477660119
15,PS.ASSOC.4,4,154,0.879821143111935
15,PS.ASSOC.4,4,156,6.55603511807533
15,PS.ASSOC.4,4,158,2.98711725550146
15,PS.ASSOC.4,4,160,2.28500651314781
15,PS.ASSOC.4,4,162,1.00253301290414
15,PS.ASSOC.4,4,164,1.54361303695142
15,PS.ASSOC.4,4,166,0.687171833331891
15,PS.ASSOC.4,4,168,0.520004106772896
15,PS.ASSOC.4,4,170,0.555593221382339
15,PS.ASSOC.4,4,172,0.0276488414207368
15,PS.ASSOC.4,4,174,0.0276488414207368
15,PS.ASSOC.4,4,176,0.223507612979959
15,PS.ASSOC.4,4,178,0.0819473113482988
15,PS.ASSOC.4,4,180,0
15,PS.ASSOC.4,4,182,0
15,PS.ASSOC.4,4,184,0
15,PS.ASSOC.4,4,186,0.16366985325602
15,PS.ASSOC.4,4,188,0
15,PS.ASSOC.4,4,190,0.379955109351532
15,PS.ASSOC.4,4,192,0
15,PS.ASSOC.4,4,194,0.00585380057219399
15,PS.ASSOC.4,4,196,0.00585380057219399
15,PS.ASSOC.4,4,198,0.385984434495391
16,PS.UNASSOC.4,4,10,0
16,PS.UNASSOC.4,4,12,0
16,PS.UNASSOC.4,4,14,0
16,PS.UNASSOC.4,4,16,0
16,PS.UNASSOC.4,4,18,0
16,PS.UNASSOC.4,4,20,125.173041741014
16,PS.UNASSOC.4,4,22,110.241675722431
16,PS.UNASSOC.4,4,24,399.911214021188
16,PS.UNASSOC.4,4,26,290.252485960892
16,PS.UNASSOC.4,4,28,228.585205490231
16,PS.UNASSOC.4,4,30,213.278359499311
16,PS.UNASSOC.4,4,32,244.981873905403
16,PS.UNASSOC.4,4,34,236.37124031342
16,PS.UNASSOC.4,4,36,300.598552506941
16,PS.UNASSOC.4,4,38,319.998111253302
16,PS.UNASSOC.4,4,40,594.212393179567
16,PS.UNASSOC.4,4,42,1013.50559940381
16,PS.UNASSOC.4,4,44,1408.96986192829
16,PS.UNASSOC.4,4,46,1664.8289076616
16,PS.UNASSOC.4,4,48,2077.26310248187
16,PS.UNASSOC.4,4,50,2035.1399421008
16,PS.UNASSOC.4,4,52,2128.2437471004
16,PS.UNASSOC.4,4,54,2031.88576785806
16,PS.UNASSOC.4,4,56,2302.31873942108
16,PS.UNASSOC.4,4,58,2119.17920987961
16,PS.UNASSOC.4,4,60,2188.27245120332
16,PS.UNASSOC.4,4,62,1946.10463211181
16,PS.UNASSOC.4,4,64,1666.62778860085
16,PS.UNASSOC.4,4,66,1465.73863975505
16,PS.UNASSOC.4,4,68,1406.60186624318
16,PS.UNASSOC.4,4,70,1305.8527563762
16,PS.UNASSOC.4,4,72,1353.81146768768
16,PS.UNASSOC.4,4,74,1219.12277494274
16,PS.UNASSOC.4,4,76,1166.16105815759
16,PS.UNASSOC.4,4,78,1254.36492699114
16,PS.UNASSOC.4,4,80,1137.70353185306
16,PS.UNASSOC.4,4,82,1079.46837770458
16,PS.UNASSOC.4,4,84,1279.97754393899
16,PS.UNASSOC.4,4,86,1348.54427243022
16,PS.UNASSOC.4,4,88,1494.63220678909
16,PS.UNASSOC.4,4,90,1622.78285484832
16,PS.UNASSOC.4,4,92,1651.22789734942
16,PS.UNASSOC.4,4,94,1839.02745715117
16,PS.UNASSOC.4,4,96,2123.80910655428
16,PS.UNASSOC.4,4,98,2427.75754359533
16,PS.UNASSOC.4,4,100,2957.51139618524
16,PS.UNASSOC.4,4,102,3015.85241835505
16,PS.UNASSOC.4,4,104,3018.8530485649
16,PS.UNASSOC.4,4,106,3153.631431884
16,PS.UNASSOC.4,4,108,3196.21377976163
16,PS.UNASSOC.4,4,110,3674.38421264264
16,PS.UNASSOC.4,4,112,3685.73307420858
16,PS.UNASSOC.4,4,114,3790.14048843773
16,PS.UNASSOC.4,4,116,4003.4097906418
16,PS.UNASSOC.4,4,118,4407.20118598242
16,PS.UNASSOC.4,4,120,5276.05901361558
16,PS.UNASSOC.4,4,122,3822.50771553776
16,PS.UNASSOC.4,4,124,4434.32572904084
16,PS.UNASSOC.4,4,126,4216.47603643409
16,PS.UNASSOC.4,4,128,3947.8714836919
16,PS.UNASSOC.4,4,130,4369.50368118759
16,PS.UNASSOC.4,4,132,3477.95338277039
16,PS.UNASSOC.4,4,134,3113.4136428814
16,PS.UNASSOC.4,4,136,2771.04621815295
16,PS.UNASSOC.4,4,138,2262.57653266141
16,PS.UNASSOC.4,4,140,1875.59250800322
16,PS.UNASSOC.4,4,142,1105.4372621486
16,PS.UNASSOC.4,4,144,697.115188646663
16,PS.UNASSOC.4,4,146,543.618554517529
16,PS.UNASSOC.4,4,148,429.220577952712
16,PS.UNASSOC.4,4,150,282.424271539258
16,PS.UNASSOC.4,4,152,91.349942646896
16,PS.UNASSOC.4,4,154,52.7054257562816
16,PS.UNASSOC.4,4,156,21.0299748010584
16,PS.UNASSOC.4,4,158,19.2113602740036
16,PS.UNASSOC.4,4,160,18.0381767939048
16,PS.UNASSOC.4,4,162,13.429050053816
16,PS.UNASSOC.4,4,164,7.30337686573435
16,PS.UNASSOC.4,4,166,3.23744879168325
16,PS.UNASSOC.4,4,168,4.87729187723488
16,PS.UNASSOC.4,4,170,4.51054047452895
16,PS.UNASSOC.4,4,172,0.485952891818058
16,PS.UNASSOC.4,4,174,1.47081255063114
16,PS.UNASSOC.4,4,176,0.326293876840367
16,PS.UNASSOC.4,4,178,0.0616597707052464
16,PS.UNASSOC.4,4,180,2.36012977696097
16,PS.UNASSOC.4,4,182,0.184356718776277
16,PS.UNASSOC.4,4,184,0.946470384864875
16,PS.UNASSOC.4,4,186,0.60419581364621
16,PS.UNASSOC.4,4,188,0.0616597707052464
16,PS.UNASSOC.4,4,190,0.0931415985017787
16,PS.UNASSOC.4,4,192,0.0967868476120813
16,PS.UNASSOC.4,4,194,0.620137844299494
16,PS.UNASSOC.4,4,196,0
16,PS.UNASSOC.4,4,198,1.6428556103164
17,Dom.PH.7,7,10,171
17,Dom.PH.7,7,12,515
17,Dom.PH.7,7,14,1294
17,Dom.PH.7,7,16,3256
17,Dom.PH.7,7,18,8961
17,Dom.PH.7,7,20,19567
17,Dom.PH.7,7,22,27400
17,Dom.PH.7,7,24,40023
17,Dom.PH.7,7,26,37484
17,Dom.PH.7,7,28,34893
17,Dom.PH.7,7,30,32019
17,Dom.PH.7,7,32,28655
17,Dom.PH.7,7,34,35193
17,Dom.PH.7,7,36,30401
17,Dom.PH.7,7,38,36762
17,Dom.PH.7,7,40,52687
17,Dom.PH.7,7,42,46258
17,Dom.PH.7,7,44,38776
17,Dom.PH.7,7,46,25857
17,Dom.PH.7,7,48,16899
17,Dom.PH.7,7,50,7007
17,Dom.PH.7,7,52,4771
17,Dom.PH.7,7,54,3724
17,Dom.PH.7,7,56,2430
17,Dom.PH.7,7,58,2870
17,Dom.PH.7,7,60,2399
17,Dom.PH.7,7,62,1841
17,Dom.PH.7,7,64,2051
17,Dom.PH.7,7,66,783
17,Dom.PH.7,7,68,826
17,Dom.PH.7,7,70,677
17,Dom.PH.7,7,72,649
17,Dom.PH.7,7,74,760
17,Dom.PH.7,7,76,395
17,Dom.PH.7,7,78,590
17,Dom.PH.7,7,80,677
17,Dom.PH.7,7,82,664
17,Dom.PH.7,7,84,601
17,Dom.PH.7,7,86,562
17,Dom.PH.7,7,88,579
17,Dom.PH.7,7,90,0
17,Dom.PH.7,7,92,0
17,Dom.PH.7,7,94,0
17,Dom.PH.7,7,96,0
17,Dom.PH.7,7,98,0
17,Dom.PH.7,7,100,0
17,Dom.PH.7,7,102,0
17,Dom.PH.7,7,104,0
17,Dom.PH.7,7,106,0
17,Dom.PH.7,7,108,0
17,Dom.PH.7,7,110,0
17,Dom.PH.7,7,112,0
17,Dom.PH.7,7,114,0
17,Dom.PH.7,7,116,0
17,Dom.PH.7,7,118,0
17,Dom.PH.7,7,120,0
17,Dom.PH.7,7,122,0
17,Dom.PH.7,7,124,0
17,Dom.PH.7,7,126,0
17,Dom.PH.7,7,128,0
17,Dom.PH.7,7,130,0
17,Dom.PH.7,7,132,0
17,Dom.PH.7,7,134,0
17,Dom.PH.7,7,136,0
17,Dom.PH.7,7,138,0
17,Dom.PH.7,7,140,0
17,Dom.PH.7,7,142,0
17,Dom.PH.7,7,144,0
17,Dom.PH.7,7,146,0
17,Dom.PH.7,7,148,0
17,Dom.PH.7,7,150,0
17,Dom.PH.7,7,152,0
17,Dom.PH.7,7,154,0
17,Dom.PH.7,7,156,0
17,Dom.PH.7,7,158,0
17,Dom.PH.7,7,160,0
17,Dom.PH.7,7,162,0
17,Dom.PH.7,7,164,0
17,Dom.PH.7,7,166,0
17,Dom.PH.7,7,168,0
17,Dom.PH.7,7,170,0
17,Dom.PH.7,7,172,0
17,Dom.PH.7,7,174,0
17,Dom.PH.7,7,176,0
17,Dom.PH.7,7,178,0
17,Dom.PH.7,7,180,0
17,Dom.PH.7,7,182,0
17,Dom.PH.7,7,184,0
17,Dom.PH.7,7,186,0
17,Dom.PH.7,7,188,0
17,Dom.PH.7,7,190,0
17,Dom.PH.7,7,192,0
17,Dom.PH.7,7,194,0
17,Dom.PH.7,7,196,0
17,Dom.PH.7,7,198,0
18,HL.IDPH.7,7,10,36
18,HL.IDPH.7,7,12,31
18,HL.IDPH.7,7,14,11
18,HL.IDPH.7,7,16,9
18,HL.IDPH.7,7,18,8
18,HL.IDPH.7,7,20,7
18,HL.IDPH.7,7,22,8
18,HL.IDPH.7,7,24,16
18,HL.IDPH.7,7,26,6
18,HL.IDPH.7,7,28,7
18,HL.IDPH.7,7,30,72
18,HL.IDPH.7,7,32,36
18,HL.IDPH.7,7,34,38
18,HL.IDPH.7,7,36,50
18,HL.IDPH.7,7,38,192
18,HL.IDPH.7,7,40,135
18,HL.IDPH.7,7,42,115
18,HL.IDPH.7,7,44,82
18,HL.IDPH.7,7,46,40
18,HL.IDPH.7,7,48,159
18,HL.IDPH.7,7,50,260
18,HL.IDPH.7,7,52,139
18,HL.IDPH.7,7,54,204
18,HL.IDPH.7,7,56,107
18,HL.IDPH.7,7,58,42
18,HL.IDPH.7,7,60,69
18,HL.IDPH.7,7,62,140
18,HL.IDPH.7,7,64,292
18,HL.IDPH.7,7,66,287
18,HL.IDPH.7,7,68,470
18,HL.IDPH.7,7,70,498
18,HL.IDPH.7,7,72,696
18,HL.IDPH.7,7,74,934
18,HL.IDPH.7,7,76,1147
18,HL.IDPH.7,7,78,1705
18,HL.IDPH.7,7,80,2245
18,HL.IDPH.7,7,82,1692
18,HL.IDPH.7,7,84,2378
18,HL.IDPH.7,7,86,2776
18,HL.IDPH.7,7,88,3870
18,HL.IDPH.7,7,90,4737
18,HL.IDPH.7,7,92,4050
18,HL.IDPH.7,7,94,8161
18,HL.IDPH.7,7,96,7720
18,HL.IDPH.7,7,98,9667
18,HL.IDPH.7,7,100,8659
18,HL.IDPH.7,7,102,8176
18,HL.IDPH.7,7,104,8002
18,HL.IDPH.7,7,106,7137
18,HL.IDPH.7,7,108,9921
18,HL.IDPH.7,7,110,11043
18,HL.IDPH.7,7,112,14063
18,HL.IDPH.7,7,114,13627
18,HL.IDPH.7,7,116,15328
18,HL.IDPH.7,7,118,17119
18,HL.IDPH.7,7,120,12708
18,HL.IDPH.7,7,122,19524
18,HL.IDPH.7,7,124,19729
18,HL.IDPH.7,7,126,17168
18,HL.IDPH.7,7,128,16908
18,HL.IDPH.7,7,130,15145
18,HL.IDPH.7,7,132,15739
